age_part,sex_part,age_cnt,sex_cnt,y,n,y_grp,s,m
7,F,34,M,0.0,8.0,318.0,1.0,0.0
7,F,34,F,1.0,8.0,318.0,0.003134796238244514,39.875
7,F,35,M,0.0,8.0,318.0,1.0,0.0
7,F,35,F,2.0,8.0,318.0,0.00625,40.0
7,F,36,M,0.0,8.0,318.0,1.0,0.0
7,F,36,F,0.0,8.0,318.0,1.0,0.0
7,F,37,M,1.0,8.0,318.0,0.003134796238244514,39.875
7,F,37,F,3.0,8.0,318.0,0.009345794392523364,40.125
7,F,38,M,0.0,8.0,318.0,1.0,0.0
7,F,38,F,1.0,8.0,318.0,0.003134796238244514,39.875
7,F,39,M,0.0,8.0,318.0,1.0,0.0
7,F,39,F,1.0,8.0,318.0,0.003134796238244514,39.875
7,F,40,M,0.0,8.0,318.0,1.0,0.0
7,F,40,F,1.0,8.0,318.0,0.003134796238244514,39.875
7,F,41,M,1.0,8.0,318.0,0.003134796238244514,39.875
7,F,41,F,0.0,8.0,318.0,1.0,0.0
7,F,42,M,0.0,8.0,318.0,1.0,0.0
7,F,42,F,0.0,8.0,318.0,1.0,0.0
7,F,43,M,0.0,8.0,318.0,1.0,0.0
7,F,43,F,1.0,8.0,318.0,0.003134796238244514,39.875
7,F,44,M,1.0,8.0,318.0,0.003134796238244514,39.875
7,F,44,F,0.0,8.0,318.0,1.0,0.0
7,F,45,M,0.0,8.0,318.0,1.0,0.0
7,F,45,F,1.0,8.0,318.0,0.003134796238244514,39.875
7,F,46,M,1.0,8.0,318.0,0.003134796238244514,39.875
7,F,46,F,0.0,8.0,318.0,1.0,0.0
7,F,47,M,0.0,8.0,318.0,1.0,0.0
7,F,47,F,1.0,8.0,318.0,0.003134796238244514,39.875
7,F,48,M,0.0,8.0,318.0,1.0,0.0
7,F,48,F,0.0,8.0,318.0,1.0,0.0
7,F,49,M,2.0,8.0,318.0,0.00625,40.0
7,F,49,F,0.0,8.0,318.0,1.0,0.0
7,F,50,M,0.0,8.0,318.0,1.0,0.0
7,F,50,F,3.0,8.0,318.0,0.009345794392523364,40.125
7,F,51,M,0.0,8.0,318.0,1.0,0.0
7,F,51,F,0.0,8.0,318.0,1.0,0.0
7,F,52,M,0.0,8.0,318.0,1.0,0.0
7,F,52,F,0.0,8.0,318.0,1.0,0.0
7,F,53,M,0.0,8.0,318.0,1.0,0.0
7,F,53,F,0.0,8.0,318.0,1.0,0.0
7,F,54,M,0.0,8.0,318.0,1.0,0.0
7,F,54,F,0.0,8.0,318.0,1.0,0.0
7,F,55,M,0.0,8.0,318.0,1.0,0.0
7,F,55,F,0.0,8.0,318.0,1.0,0.0
7,F,56,M,0.0,8.0,318.0,1.0,0.0
7,F,56,F,1.0,8.0,318.0,0.003134796238244514,39.875
7,F,57,M,0.0,8.0,318.0,1.0,0.0
7,F,57,F,0.0,8.0,318.0,1.0,0.0
7,F,58,M,0.0,8.0,318.0,1.0,0.0
7,F,58,F,0.0,8.0,318.0,1.0,0.0
7,F,59,M,0.0,8.0,318.0,1.0,0.0
7,F,59,F,0.0,8.0,318.0,1.0,0.0
7,F,60,M,0.0,8.0,318.0,1.0,0.0
7,F,60,F,0.0,8.0,318.0,1.0,0.0
7,F,61,M,0.0,8.0,318.0,1.0,0.0
7,F,61,F,0.0,8.0,318.0,1.0,0.0
7,F,62,M,0.0,8.0,318.0,1.0,0.0
7,F,62,F,2.0,8.0,318.0,0.00625,40.0
7,F,63,M,0.0,8.0,318.0,1.0,0.0
7,F,63,F,0.0,8.0,318.0,1.0,0.0
7,F,64,M,1.0,8.0,318.0,0.003134796238244514,39.875
7,F,64,F,1.0,8.0,318.0,0.003134796238244514,39.875
7,F,65,M,0.0,8.0,318.0,1.0,0.0
7,F,65,F,0.0,8.0,318.0,1.0,0.0
7,F,66,M,0.0,8.0,318.0,1.0,0.0
7,F,66,F,0.0,8.0,318.0,1.0,0.0
7,F,67,M,0.0,8.0,318.0,1.0,0.0
7,F,67,F,0.0,8.0,318.0,1.0,0.0
7,F,68,M,0.0,8.0,318.0,1.0,0.0
7,F,68,F,0.0,8.0,318.0,1.0,0.0
7,F,69,M,0.0,8.0,318.0,1.0,0.0
7,F,69,F,0.0,8.0,318.0,1.0,0.0
7,F,70,M,0.0,8.0,318.0,1.0,0.0
7,F,70,F,2.0,8.0,318.0,0.00625,40.0
7,F,71,M,0.0,8.0,318.0,1.0,0.0
7,F,71,F,0.0,8.0,318.0,1.0,0.0
7,F,72,M,0.0,8.0,318.0,1.0,0.0
7,F,72,F,0.0,8.0,318.0,1.0,0.0
7,F,73,M,0.0,8.0,318.0,1.0,0.0
7,F,73,F,0.0,8.0,318.0,1.0,0.0
7,F,74,M,0.0,8.0,318.0,1.0,0.0
7,F,74,F,0.0,8.0,318.0,1.0,0.0
7,F,75,M,0.0,8.0,318.0,1.0,0.0
7,F,75,F,0.0,8.0,318.0,1.0,0.0
7,F,76,M,0.0,8.0,318.0,1.0,0.0
7,F,76,F,0.0,8.0,318.0,1.0,0.0
7,F,77,M,0.0,8.0,318.0,1.0,0.0
7,F,77,F,0.0,8.0,318.0,1.0,0.0
7,F,78,M,0.0,8.0,318.0,1.0,0.0
7,F,78,F,0.0,8.0,318.0,1.0,0.0
7,F,79,M,0.0,8.0,318.0,1.0,0.0
7,F,79,F,0.0,8.0,318.0,1.0,0.0
7,F,80,M,0.0,8.0,318.0,1.0,0.0
7,F,80,F,0.0,8.0,318.0,1.0,0.0
7,F,81,M,0.0,8.0,318.0,1.0,0.0
7,F,81,F,0.0,8.0,318.0,1.0,0.0
7,F,82,M,0.0,8.0,318.0,1.0,0.0
7,F,82,F,0.0,8.0,318.0,1.0,0.0
7,F,83,M,0.0,8.0,318.0,1.0,0.0
7,F,83,F,0.0,8.0,318.0,1.0,0.0
7,F,84,M,0.0,8.0,318.0,1.0,0.0
7,F,84,F,0.0,8.0,318.0,1.0,0.0
8,M,0,M,0.0,10.0,363.0,1.0,0.0
8,M,0,F,0.0,10.0,363.0,1.0,0.0
8,M,1,M,0.0,10.0,363.0,1.0,0.0
8,M,1,F,0.0,10.0,363.0,1.0,0.0
8,M,2,M,0.0,10.0,363.0,1.0,0.0
8,M,2,F,0.0,10.0,363.0,1.0,0.0
8,M,3,M,0.0,10.0,363.0,1.0,0.0
8,M,3,F,0.0,10.0,363.0,1.0,0.0
8,M,4,M,0.0,10.0,363.0,1.0,0.0
8,M,4,F,0.0,10.0,363.0,1.0,0.0
8,M,5,M,0.0,10.0,363.0,1.0,0.0
8,M,5,F,0.0,10.0,363.0,1.0,0.0
8,M,6,M,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,6,F,0.0,10.0,363.0,1.0,0.0
8,M,7,M,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,7,F,0.0,10.0,363.0,1.0,0.0
8,M,8,M,8.0,10.0,363.0,0.0215633423180593,37.1
8,M,8,F,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,9,M,2.0,10.0,363.0,0.005479452054794521,36.5
8,M,9,F,2.0,10.0,363.0,0.005479452054794521,36.5
8,M,10,M,3.0,10.0,363.0,0.00819672131147541,36.599999999999994
8,M,10,F,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,11,M,0.0,10.0,363.0,1.0,0.0
8,M,11,F,0.0,10.0,363.0,1.0,0.0
8,M,12,M,2.0,10.0,363.0,0.005479452054794521,36.5
8,M,12,F,0.0,10.0,363.0,1.0,0.0
8,M,13,M,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,13,F,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,14,M,0.0,10.0,363.0,1.0,0.0
8,M,14,F,0.0,10.0,363.0,1.0,0.0
8,M,15,M,0.0,10.0,363.0,1.0,0.0
8,M,15,F,0.0,10.0,363.0,1.0,0.0
8,M,16,M,2.0,10.0,363.0,0.005479452054794521,36.5
8,M,16,F,0.0,10.0,363.0,1.0,0.0
8,M,17,M,0.0,10.0,363.0,1.0,0.0
8,M,17,F,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,18,M,0.0,10.0,363.0,1.0,0.0
8,M,18,F,0.0,10.0,363.0,1.0,0.0
8,M,19,M,0.0,10.0,363.0,1.0,0.0
8,M,19,F,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,20,M,0.0,10.0,363.0,1.0,0.0
8,M,20,F,0.0,10.0,363.0,1.0,0.0
8,M,21,M,0.0,10.0,363.0,1.0,0.0
8,M,21,F,0.0,10.0,363.0,1.0,0.0
8,M,22,M,0.0,10.0,363.0,1.0,0.0
8,M,22,F,0.0,10.0,363.0,1.0,0.0
8,M,23,M,0.0,10.0,363.0,1.0,0.0
8,M,23,F,0.0,10.0,363.0,1.0,0.0
8,M,24,M,0.0,10.0,363.0,1.0,0.0
8,M,24,F,0.0,10.0,363.0,1.0,0.0
8,M,25,M,0.0,10.0,363.0,1.0,0.0
8,M,25,F,0.0,10.0,363.0,1.0,0.0
8,M,26,M,0.0,10.0,363.0,1.0,0.0
8,M,26,F,0.0,10.0,363.0,1.0,0.0
8,M,27,M,0.0,10.0,363.0,1.0,0.0
8,M,27,F,0.0,10.0,363.0,1.0,0.0
8,M,28,M,0.0,10.0,363.0,1.0,0.0
8,M,28,F,0.0,10.0,363.0,1.0,0.0
8,M,29,M,0.0,10.0,363.0,1.0,0.0
8,M,29,F,0.0,10.0,363.0,1.0,0.0
8,M,30,M,0.0,10.0,363.0,1.0,0.0
8,M,30,F,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,31,M,0.0,10.0,363.0,1.0,0.0
8,M,31,F,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,32,M,0.0,10.0,363.0,1.0,0.0
8,M,32,F,2.0,10.0,363.0,0.005479452054794521,36.5
8,M,33,M,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,33,F,0.0,10.0,363.0,1.0,0.0
8,M,34,M,0.0,10.0,363.0,1.0,0.0
8,M,34,F,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,35,M,0.0,10.0,363.0,1.0,0.0
8,M,35,F,2.0,10.0,363.0,0.005479452054794521,36.5
8,M,36,M,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,36,F,0.0,10.0,363.0,1.0,0.0
8,M,37,M,0.0,10.0,363.0,1.0,0.0
8,M,37,F,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,38,M,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,38,F,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,39,M,2.0,10.0,363.0,0.005479452054794521,36.5
8,M,39,F,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,40,M,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,40,F,0.0,10.0,363.0,1.0,0.0
8,M,41,M,0.0,10.0,363.0,1.0,0.0
8,M,41,F,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,42,M,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,42,F,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,43,M,0.0,10.0,363.0,1.0,0.0
8,M,43,F,0.0,10.0,363.0,1.0,0.0
8,M,44,M,0.0,10.0,363.0,1.0,0.0
8,M,44,F,0.0,10.0,363.0,1.0,0.0
8,M,45,M,0.0,10.0,363.0,1.0,0.0
8,M,45,F,0.0,10.0,363.0,1.0,0.0
8,M,46,M,0.0,10.0,363.0,1.0,0.0
8,M,46,F,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,47,M,0.0,10.0,363.0,1.0,0.0
8,M,47,F,0.0,10.0,363.0,1.0,0.0
8,M,48,M,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,48,F,0.0,10.0,363.0,1.0,0.0
8,M,49,M,0.0,10.0,363.0,1.0,0.0
8,M,49,F,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,50,M,0.0,10.0,363.0,1.0,0.0
8,M,50,F,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,51,M,0.0,10.0,363.0,1.0,0.0
8,M,51,F,0.0,10.0,363.0,1.0,0.0
8,M,52,M,0.0,10.0,363.0,1.0,0.0
8,M,52,F,0.0,10.0,363.0,1.0,0.0
8,M,53,M,0.0,10.0,363.0,1.0,0.0
8,M,53,F,0.0,10.0,363.0,1.0,0.0
8,M,54,M,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,54,F,0.0,10.0,363.0,1.0,0.0
8,M,55,M,0.0,10.0,363.0,1.0,0.0
8,M,55,F,0.0,10.0,363.0,1.0,0.0
8,M,56,M,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,56,F,0.0,10.0,363.0,1.0,0.0
8,M,57,M,0.0,10.0,363.0,1.0,0.0
8,M,57,F,0.0,10.0,363.0,1.0,0.0
8,M,58,M,0.0,10.0,363.0,1.0,0.0
8,M,58,F,0.0,10.0,363.0,1.0,0.0
8,M,59,M,0.0,10.0,363.0,1.0,0.0
8,M,59,F,0.0,10.0,363.0,1.0,0.0
8,M,60,M,0.0,10.0,363.0,1.0,0.0
8,M,60,F,0.0,10.0,363.0,1.0,0.0
8,M,61,M,0.0,10.0,363.0,1.0,0.0
8,M,61,F,0.0,10.0,363.0,1.0,0.0
8,M,62,M,0.0,10.0,363.0,1.0,0.0
8,M,62,F,0.0,10.0,363.0,1.0,0.0
8,M,63,M,0.0,10.0,363.0,1.0,0.0
8,M,63,F,0.0,10.0,363.0,1.0,0.0
8,M,64,M,0.0,10.0,363.0,1.0,0.0
8,M,64,F,0.0,10.0,363.0,1.0,0.0
8,M,65,M,0.0,10.0,363.0,1.0,0.0
8,M,65,F,0.0,10.0,363.0,1.0,0.0
8,M,66,M,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,66,F,0.0,10.0,363.0,1.0,0.0
8,M,67,M,0.0,10.0,363.0,1.0,0.0
8,M,67,F,0.0,10.0,363.0,1.0,0.0
8,M,68,M,0.0,10.0,363.0,1.0,0.0
8,M,68,F,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,69,M,0.0,10.0,363.0,1.0,0.0
8,M,69,F,0.0,10.0,363.0,1.0,0.0
8,M,70,M,0.0,10.0,363.0,1.0,0.0
8,M,70,F,0.0,10.0,363.0,1.0,0.0
8,M,71,M,0.0,10.0,363.0,1.0,0.0
8,M,71,F,0.0,10.0,363.0,1.0,0.0
8,M,72,M,0.0,10.0,363.0,1.0,0.0
8,M,72,F,0.0,10.0,363.0,1.0,0.0
8,M,73,M,0.0,10.0,363.0,1.0,0.0
8,M,73,F,0.0,10.0,363.0,1.0,0.0
8,M,74,M,0.0,10.0,363.0,1.0,0.0
8,M,74,F,0.0,10.0,363.0,1.0,0.0
8,M,75,M,0.0,10.0,363.0,1.0,0.0
8,M,75,F,1.0,10.0,363.0,0.0027472527472527475,36.4
8,M,76,M,0.0,10.0,363.0,1.0,0.0
8,M,76,F,0.0,10.0,363.0,1.0,0.0
8,M,77,M,0.0,10.0,363.0,1.0,0.0
8,M,77,F,0.0,10.0,363.0,1.0,0.0
8,M,78,M,0.0,10.0,363.0,1.0,0.0
8,M,78,F,0.0,10.0,363.0,1.0,0.0
8,M,79,M,0.0,10.0,363.0,1.0,0.0
8,M,79,F,0.0,10.0,363.0,1.0,0.0
8,M,80,M,0.0,10.0,363.0,1.0,0.0
8,M,80,F,0.0,10.0,363.0,1.0,0.0
8,M,81,M,0.0,10.0,363.0,1.0,0.0
8,M,81,F,0.0,10.0,363.0,1.0,0.0
8,M,82,M,0.0,10.0,363.0,1.0,0.0
8,M,82,F,0.0,10.0,363.0,1.0,0.0
8,M,83,M,0.0,10.0,363.0,1.0,0.0
8,M,83,F,0.0,10.0,363.0,1.0,0.0
8,M,84,M,0.0,10.0,363.0,1.0,0.0
8,M,84,F,0.0,10.0,363.0,1.0,0.0
8,F,0,M,0.0,7.0,363.0,1.0,0.0
8,F,0,F,0.0,7.0,363.0,1.0,0.0
8,F,1,M,0.0,7.0,363.0,1.0,0.0
8,F,1,F,0.0,7.0,363.0,1.0,0.0
8,F,2,M,0.0,7.0,363.0,1.0,0.0
8,F,2,F,0.0,7.0,363.0,1.0,0.0
8,F,3,M,0.0,7.0,363.0,1.0,0.0
8,F,3,F,0.0,7.0,363.0,1.0,0.0
8,F,4,M,0.0,7.0,363.0,1.0,0.0
8,F,4,F,0.0,7.0,363.0,1.0,0.0
8,F,5,M,0.0,7.0,363.0,1.0,0.0
8,F,5,F,0.0,7.0,363.0,1.0,0.0
8,F,6,M,0.0,7.0,363.0,1.0,0.0
8,F,6,F,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,7,M,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,7,F,2.0,7.0,363.0,0.005479452054794521,52.14285714285714
8,F,8,M,3.0,7.0,363.0,0.00819672131147541,52.28571428571428
8,F,8,F,8.0,7.0,363.0,0.0215633423180593,52.99999999999999
8,F,9,M,2.0,7.0,363.0,0.005479452054794521,52.14285714285714
8,F,9,F,4.0,7.0,363.0,0.010899182561307902,52.42857142857143
8,F,10,M,3.0,7.0,363.0,0.00819672131147541,52.28571428571428
8,F,10,F,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,11,M,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,11,F,0.0,7.0,363.0,1.0,0.0
8,F,12,M,4.0,7.0,363.0,0.010899182561307902,52.42857142857143
8,F,12,F,0.0,7.0,363.0,1.0,0.0
8,F,13,M,0.0,7.0,363.0,1.0,0.0
8,F,13,F,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,14,M,0.0,7.0,363.0,1.0,0.0
8,F,14,F,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,15,M,0.0,7.0,363.0,1.0,0.0
8,F,15,F,0.0,7.0,363.0,1.0,0.0
8,F,16,M,0.0,7.0,363.0,1.0,0.0
8,F,16,F,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,17,M,0.0,7.0,363.0,1.0,0.0
8,F,17,F,0.0,7.0,363.0,1.0,0.0
8,F,18,M,0.0,7.0,363.0,1.0,0.0
8,F,18,F,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,19,M,0.0,7.0,363.0,1.0,0.0
8,F,19,F,0.0,7.0,363.0,1.0,0.0
8,F,20,M,0.0,7.0,363.0,1.0,0.0
8,F,20,F,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,21,M,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,21,F,0.0,7.0,363.0,1.0,0.0
8,F,22,M,0.0,7.0,363.0,1.0,0.0
8,F,22,F,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,23,M,0.0,7.0,363.0,1.0,0.0
8,F,23,F,0.0,7.0,363.0,1.0,0.0
8,F,24,M,0.0,7.0,363.0,1.0,0.0
8,F,24,F,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,25,M,0.0,7.0,363.0,1.0,0.0
8,F,25,F,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,26,M,0.0,7.0,363.0,1.0,0.0
8,F,26,F,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,27,M,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,27,F,0.0,7.0,363.0,1.0,0.0
8,F,28,M,0.0,7.0,363.0,1.0,0.0
8,F,28,F,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,29,M,0.0,7.0,363.0,1.0,0.0
8,F,29,F,0.0,7.0,363.0,1.0,0.0
8,F,30,M,0.0,7.0,363.0,1.0,0.0
8,F,30,F,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,31,M,0.0,7.0,363.0,1.0,0.0
8,F,31,F,0.0,7.0,363.0,1.0,0.0
8,F,32,M,0.0,7.0,363.0,1.0,0.0
8,F,32,F,0.0,7.0,363.0,1.0,0.0
8,F,33,M,0.0,7.0,363.0,1.0,0.0
8,F,33,F,0.0,7.0,363.0,1.0,0.0
8,F,34,M,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,34,F,0.0,7.0,363.0,1.0,0.0
8,F,35,M,0.0,7.0,363.0,1.0,0.0
8,F,35,F,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,36,M,0.0,7.0,363.0,1.0,0.0
8,F,36,F,0.0,7.0,363.0,1.0,0.0
8,F,37,M,0.0,7.0,363.0,1.0,0.0
8,F,37,F,2.0,7.0,363.0,0.005479452054794521,52.14285714285714
8,F,38,M,0.0,7.0,363.0,1.0,0.0
8,F,38,F,0.0,7.0,363.0,1.0,0.0
8,F,39,M,0.0,7.0,363.0,1.0,0.0
8,F,39,F,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,40,M,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,40,F,3.0,7.0,363.0,0.00819672131147541,52.28571428571428
8,F,41,M,2.0,7.0,363.0,0.005479452054794521,52.14285714285714
8,F,41,F,0.0,7.0,363.0,1.0,0.0
8,F,42,M,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,42,F,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,43,M,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,43,F,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,44,M,0.0,7.0,363.0,1.0,0.0
8,F,44,F,0.0,7.0,363.0,1.0,0.0
8,F,45,M,0.0,7.0,363.0,1.0,0.0
8,F,45,F,0.0,7.0,363.0,1.0,0.0
8,F,46,M,0.0,7.0,363.0,1.0,0.0
8,F,46,F,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,47,M,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,47,F,0.0,7.0,363.0,1.0,0.0
8,F,48,M,0.0,7.0,363.0,1.0,0.0
8,F,48,F,0.0,7.0,363.0,1.0,0.0
8,F,49,M,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,49,F,0.0,7.0,363.0,1.0,0.0
8,F,50,M,0.0,7.0,363.0,1.0,0.0
8,F,50,F,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,51,M,0.0,7.0,363.0,1.0,0.0
8,F,51,F,0.0,7.0,363.0,1.0,0.0
8,F,52,M,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,52,F,0.0,7.0,363.0,1.0,0.0
8,F,53,M,0.0,7.0,363.0,1.0,0.0
8,F,53,F,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,54,M,0.0,7.0,363.0,1.0,0.0
8,F,54,F,0.0,7.0,363.0,1.0,0.0
8,F,55,M,0.0,7.0,363.0,1.0,0.0
8,F,55,F,0.0,7.0,363.0,1.0,0.0
8,F,56,M,0.0,7.0,363.0,1.0,0.0
8,F,56,F,0.0,7.0,363.0,1.0,0.0
8,F,57,M,0.0,7.0,363.0,1.0,0.0
8,F,57,F,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,58,M,0.0,7.0,363.0,1.0,0.0
8,F,58,F,0.0,7.0,363.0,1.0,0.0
8,F,59,M,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,59,F,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,60,M,0.0,7.0,363.0,1.0,0.0
8,F,60,F,0.0,7.0,363.0,1.0,0.0
8,F,61,M,0.0,7.0,363.0,1.0,0.0
8,F,61,F,0.0,7.0,363.0,1.0,0.0
8,F,62,M,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,62,F,0.0,7.0,363.0,1.0,0.0
8,F,63,M,0.0,7.0,363.0,1.0,0.0
8,F,63,F,0.0,7.0,363.0,1.0,0.0
8,F,64,M,0.0,7.0,363.0,1.0,0.0
8,F,64,F,0.0,7.0,363.0,1.0,0.0
8,F,65,M,0.0,7.0,363.0,1.0,0.0
8,F,65,F,0.0,7.0,363.0,1.0,0.0
8,F,66,M,0.0,7.0,363.0,1.0,0.0
8,F,66,F,0.0,7.0,363.0,1.0,0.0
8,F,67,M,0.0,7.0,363.0,1.0,0.0
8,F,67,F,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
8,F,68,M,0.0,7.0,363.0,1.0,0.0
8,F,68,F,0.0,7.0,363.0,1.0,0.0
8,F,69,M,0.0,7.0,363.0,1.0,0.0
8,F,69,F,0.0,7.0,363.0,1.0,0.0
8,F,70,M,0.0,7.0,363.0,1.0,0.0
8,F,70,F,0.0,7.0,363.0,1.0,0.0
8,F,71,M,0.0,7.0,363.0,1.0,0.0
8,F,71,F,0.0,7.0,363.0,1.0,0.0
8,F,72,M,0.0,7.0,363.0,1.0,0.0
8,F,72,F,0.0,7.0,363.0,1.0,0.0
8,F,73,M,0.0,7.0,363.0,1.0,0.0
8,F,73,F,0.0,7.0,363.0,1.0,0.0
8,F,74,M,0.0,7.0,363.0,1.0,0.0
8,F,74,F,0.0,7.0,363.0,1.0,0.0
8,F,75,M,0.0,7.0,363.0,1.0,0.0
8,F,75,F,0.0,7.0,363.0,1.0,0.0
8,F,76,M,0.0,7.0,363.0,1.0,0.0
8,F,76,F,0.0,7.0,363.0,1.0,0.0
8,F,77,M,0.0,7.0,363.0,1.0,0.0
8,F,77,F,0.0,7.0,363.0,1.0,0.0
8,F,78,M,0.0,7.0,363.0,1.0,0.0
8,F,78,F,0.0,7.0,363.0,1.0,0.0
8,F,79,M,0.0,7.0,363.0,1.0,0.0
8,F,79,F,0.0,7.0,363.0,1.0,0.0
8,F,80,M,0.0,7.0,363.0,1.0,0.0
8,F,80,F,0.0,7.0,363.0,1.0,0.0
8,F,81,M,0.0,7.0,363.0,1.0,0.0
8,F,81,F,0.0,7.0,363.0,1.0,0.0
8,F,82,M,0.0,7.0,363.0,1.0,0.0
8,F,82,F,0.0,7.0,363.0,1.0,0.0
8,F,83,M,0.0,7.0,363.0,1.0,0.0
8,F,83,F,0.0,7.0,363.0,1.0,0.0
8,F,84,M,0.0,7.0,363.0,1.0,0.0
8,F,84,F,1.0,7.0,363.0,0.0027472527472527475,51.99999999999999
9,M,0,M,0.0,3.0,250.0,1.0,0.0
9,M,0,F,0.0,3.0,250.0,1.0,0.0
9,M,1,M,0.0,3.0,250.0,1.0,0.0
9,M,1,F,0.0,3.0,250.0,1.0,0.0
9,M,2,M,0.0,3.0,250.0,1.0,0.0
9,M,2,F,0.0,3.0,250.0,1.0,0.0
9,M,3,M,0.0,3.0,250.0,1.0,0.0
9,M,3,F,0.0,3.0,250.0,1.0,0.0
9,M,4,M,0.0,3.0,250.0,1.0,0.0
9,M,4,F,0.0,3.0,250.0,1.0,0.0
9,M,5,M,0.0,3.0,250.0,1.0,0.0
9,M,5,F,0.0,3.0,250.0,1.0,0.0
9,M,6,M,0.0,3.0,250.0,1.0,0.0
9,M,6,F,0.0,3.0,250.0,1.0,0.0
9,M,7,M,0.0,3.0,250.0,1.0,0.0
9,M,7,F,0.0,3.0,250.0,1.0,0.0
9,M,8,M,0.0,3.0,250.0,1.0,0.0
9,M,8,F,0.0,3.0,250.0,1.0,0.0
9,M,9,M,1.0,3.0,250.0,0.00398406374501992,83.66666666666666
9,M,9,F,0.0,3.0,250.0,1.0,0.0
9,M,10,M,2.0,3.0,250.0,0.007936507936507936,84.0
9,M,10,F,0.0,3.0,250.0,1.0,0.0
9,M,11,M,0.0,3.0,250.0,1.0,0.0
9,M,11,F,0.0,3.0,250.0,1.0,0.0
9,M,12,M,2.0,3.0,250.0,0.007936507936507936,84.0
9,M,12,F,1.0,3.0,250.0,0.00398406374501992,83.66666666666666
9,M,13,M,0.0,3.0,250.0,1.0,0.0
9,M,13,F,0.0,3.0,250.0,1.0,0.0
